Unnamed: 0,Tank Failure Pressure (bar),Liquid Ratio,Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Target Pressure (bar)
10446,35.05,0.41,1.2,1.39,1.4,1.39,0.82,366.85,302.11,11,8,5,1.01,20,Subcooled,37.9,-1,152,25,5,12.1,8.05,-1.6,0.12984847
10447,34.96,0.41,1.21,1.41,1.39,1.4,0.81,365.95,302.01,11,8,5,0.99,20,Subcooled,37.9,-1,152,26,5,12.1,8.05,0.7,0.12665406
10448,35.03,0.41,1.2,1.39,1.4,1.42,0.81,365.91,301.69,11,8,5,1.01,20,Subcooled,37.9,-1,152,27,5,12.1,8.05,3,0.1186606
10449,29.34,0.22,0.6,7.19,1.81,0.8,1.41,366.25,339.61,7,12,15,2.6,7,Subcooled,42.5,-42,96.7,1,1,9.95,-5,-1.3,0.18288025
10450,29.7,0.22,0.59,7.19,1.8,0.82,1.39,365.35,340.18,7,12,15,2.59,7,Subcooled,42.5,-42,96.7,2,1,9.95,-5,6,0.15786135
10451,29.65,0.22,0.59,7.2,1.82,0.79,1.39,365.43,340.07,7,12,15,2.6,7,Subcooled,42.5,-42,96.7,3,1,9.95,-5,13.3,0.10844684
10452,29.64,0.22,0.62,7.19,1.78,0.79,1.38,365.98,339.8,7,12,15,2.61,7,Subcooled,42.5,-42,96.7,4,1,9.95,0.8,-1.3,0.097077653
10453,29.59,0.22,0.6,7.21,1.79,0.8,1.39,366.19,339.71,7,12,15,2.59,7,Subcooled,42.5,-42,96.7,5,1,9.95,0.8,6,0.088322677
10454,29.61,0.22,0.59,7.22,1.79,0.82,1.41,366.89,339.52,7,12,15,2.58,7,Subcooled,42.5,-42,96.7,6,1,9.95,0.8,13.3,0.063734666
10455,29.49,0.23,0.61,7.19,1.79,0.81,1.42,366.03,340.02,7,12,15,2.6,7,Subcooled,42.5,-42,96.7,7,1,9.95,6.6,-1.3,0.072236001
10456,29.57,0.22,0.6,7.18,1.79,0.8,1.39,365.98,339.56,7,12,15,2.59,7,Subcooled,42.5,-42,96.7,8,1,9.95,6.6,6,0.058200851
10457,29.62,0.22,0.61,7.2,1.78,0.79,1.39,365.6,340.22,7,12,15,2.61,7,Subcooled,42.5,-42,96.7,9,1,9.95,6.6,13.3,0.04980151
10458,29.68,0.23,0.59,7.21,1.8,0.79,1.4,366.21,339.19,7,12,15,2.61,7,Subcooled,42.5,-42,96.7,10,2,7.25,-5,-1.3,1.42214
10459,29.58,0.23,0.58,7.22,1.79,0.8,1.4,366.15,339.66,7,12,15,2.59,7,Subcooled,42.5,-42,96.7,11,2,7.25,-5,6,0.60313171
10460,29.57,0.23,0.62,7.18,1.82,0.81,1.42,366.26,339.74,7,12,15,2.58,7,Subcooled,42.5,-42,96.7,12,2,7.25,-5,13.3,0.18823017
10461,29.59,0.23,0.61,7.21,1.78,0.79,1.39,366.44,340.38,7,12,15,2.6,7,Subcooled,42.5,-42,96.7,13,2,7.25,0.8,-1.3,3.2156279
10462,29.63,0.22,0.59,7.2,1.79,0.81,1.4,367.94,338.99,7,12,15,2.6,7,Subcooled,42.5,-42,96.7,14,2,7.25,0.8,6,1.1347396
10463,29.6,0.22,0.6,7.21,1.8,0.82,1.41,366.55,339.56,7,12,15,2.61,7,Subcooled,42.5,-42,96.7,15,2,7.25,0.8,13.3,0.23759849
10464,29.53,0.22,0.6,7.21,1.78,0.79,1.39,366.39,339.84,7,12,15,2.61,7,Subcooled,42.5,-42,96.7,16,2,7.25,6.6,-1.3,0.91191405
10465,29.72,0.23,0.61,7.18,1.78,0.82,1.39,366.65,339.76,7,12,15,2.58,7,Subcooled,42.5,-42,96.7,17,2,7.25,6.6,6,0.41966081
10466,29.56,0.22,0.62,7.19,1.8,0.82,1.4,367.31,339.58,7,12,15,2.61,7,Subcooled,42.5,-42,96.7,18,2,7.25,6.6,13.3,0.15006265
10467,29.53,0.22,0.6,7.19,1.82,0.79,1.41,365.71,339.67,7,12,15,2.61,7,Subcooled,42.5,-42,96.7,19,3,8.6,-5.3,-1.3,0.56628162
10468,29.69,0.23,0.61,7.21,1.79,0.78,1.42,365.88,340,7,12,15,2.59,7,Subcooled,42.5,-42,96.7,20,3,8.6,-5.3,6,0.41953462
10469,29.57,0.22,0.62,7.19,1.82,0.79,1.4,365.88,339.56,7,12,15,2.59,7,Subcooled,42.5,-42,96.7,21,3,8.6,-5.3,13.3,0.21122748
10470,29.77,0.22,0.59,7.21,1.8,0.79,1.42,365.82,339.41,7,12,15,2.61,7,Subcooled,42.5,-42,96.7,22,4,8.6,-5,13.8,0.16232301
10471,29.56,0.22,0.62,7.22,1.79,0.8,1.38,366.31,339.31,7,12,15,2.61,7,Subcooled,42.5,-42,96.7,23,4,8.6,0.8,13.8,0.098727293
10472,29.67,0.23,0.61,7.22,1.79,0.79,1.4,366.19,339.29,7,12,15,2.6,7,Subcooled,42.5,-42,96.7,24,4,8.6,6.6,13.8,0.0990896
10473,29.49,0.23,0.59,7.22,1.81,0.81,1.41,365.71,339.48,7,12,15,2.58,7,Subcooled,42.5,-42,96.7,25,5,8.6,7.1,-1.3,0.31138036
10474,29.54,0.22,0.62,7.2,1.78,0.79,1.41,366.55,340.1,7,12,15,2.6,7,Subcooled,42.5,-42,96.7,26,5,8.6,7.1,6,0.17376673
10475,29.43,0.22,0.58,7.2,1.82,0.79,1.38,366.82,339.59,7,12,15,2.61,7,Subcooled,42.5,-42,96.7,27,5,8.6,7.1,13.3,0.086693928
10476,13.71,0.39,1.98,1.98,2.61,0.41,1.58,327.08,283.65,14,16,14,2.62,19,Subcooled,42.5,-42,96.7,1,1,17.65,0.5,-1,0.10255481
10477,13.65,0.39,2.01,2.01,2.6,0.4,1.61,327.7,283.49,14,16,14,2.59,19,Subcooled,42.5,-42,96.7,2,1,17.65,0.5,5.8,0.10221518
10478,13.78,0.39,2,2.02,2.6,0.39,1.59,327.67,283.04,14,16,14,2.58,19,Subcooled,42.5,-42,96.7,3,1,17.65,0.5,12.6,0.091718428
10479,13.72,0.39,2.01,1.99,2.6,0.41,1.61,327.42,283.85,14,16,14,2.59,19,Subcooled,42.5,-42,96.7,4,1,17.65,4.8,-1,0.043046288
10480,13.79,0.39,2,2,2.61,0.38,1.6,326.52,284.21,14,16,14,2.6,19,Subcooled,42.5,-42,96.7,5,1,17.65,4.8,5.8,0.042229477
10481,13.84,0.39,2,2.01,2.58,0.4,1.61,327.65,283.44,14,16,14,2.58,19,Subcooled,42.5,-42,96.7,6,1,17.65,4.8,12.6,0.059917007
10482,13.67,0.39,1.98,2.02,2.6,0.4,1.58,326.94,283.29,14,16,14,2.59,19,Subcooled,42.5,-42,96.7,7,1,17.65,9.1,-1,0.038354352
10483,13.64,0.39,2,2,2.6,0.4,1.6,326.47,283.74,14,16,14,2.61,19,Subcooled,42.5,-42,96.7,8,1,17.65,9.1,5.8,0.034974869
10484,13.79,0.39,1.99,2.01,2.61,0.4,1.6,327.19,283.31,14,16,14,2.58,19,Subcooled,42.5,-42,96.7,9,1,17.65,9.1,12.6,0.063625321
10485,13.78,0.39,2,1.99,2.58,0.39,1.59,327.42,283.78,14,16,14,2.59,19,Subcooled,42.5,-42,96.7,10,2,14.95,0.5,-1,0.54410815
10486,13.73,0.39,2.01,2.01,2.59,0.39,1.58,327.8,283.88,14,16,14,2.59,19,Subcooled,42.5,-42,96.7,11,2,14.95,0.5,5.8,0.4882195
10487,13.57,0.39,2,2,2.61,0.38,1.62,327.57,284.24,14,16,14,2.61,19,Subcooled,42.5,-42,96.7,12,2,14.95,0.5,12.6,0.31794554
10488,13.9,0.39,2,1.98,2.61,0.39,1.58,326.77,284.18,14,16,14,2.61,19,Subcooled,42.5,-42,96.7,13,2,14.95,4.8,-1,0.44444382
10489,13.64,0.39,2.02,2,2.59,0.4,1.62,326.43,283.83,14,16,14,2.62,19,Subcooled,42.5,-42,96.7,14,2,14.95,4.8,5.8,0.47302133
10490,13.58,0.39,1.99,2.01,2.6,0.4,1.61,326.36,283.56,14,16,14,2.62,19,Subcooled,42.5,-42,96.7,15,2,14.95,4.8,12.6,0.35000247
10491,13.6,0.39,2,1.99,2.59,0.41,1.59,327.46,283.74,14,16,14,2.61,19,Subcooled,42.5,-42,96.7,16,2,14.95,9.1,-1,0.32678589
10492,13.77,0.39,2,2.01,2.61,0.42,1.58,327.58,283.91,14,16,14,2.58,19,Subcooled,42.5,-42,96.7,17,2,14.95,9.1,5.8,0.3027764
10493,13.87,0.39,1.99,2.01,2.59,0.39,1.6,326.86,,14,16,14,2.6,19,Subcooled,42.5,-42,96.7,18,2,14.95,9.1,12.6,0.20570533
10494,13.77,0.39,1.99,2.01,2.61,0.38,1.59,327.11,283.74,14,16,14,2.59,19,Subcooled,42.5,-42,96.7,19,3,16.3,0.25,-1,0.33567178
10495,13.91,0.39,1.99,2.02,2.59,0.4,1.59,326.16,283.84,14,16,14,2.61,19,Subcooled,42.5,-42,96.7,20,3,16.3,0.25,5.8,0.31363437
10496,13.88,0.39,2.01,2.01,2.59,0.41,1.62,326.43,282.96,14,16,14,2.59,19,Subcooled,42.5,-42,96.7,21,3,16.3,0.25,12.6,0.21900685
10497,13.58,0.39,2,1.99,2.61,0.39,1.62,327.27,284.5,14,16,14,2.59,19,Subcooled,42.5,-42,96.7,22,4,16.3,0.5,12.9,0.12189578
10498,13.65,0.39,1.98,2,2.58,0.38,1.59,327.1,283.5,14,16,14,2.58,19,Subcooled,42.5,-42,96.7,23,4,16.3,4.8,12.9,0.10680673
10499,13.9,0.39,2,2.01,2.59,0.39,1.59,327.44,284.08,14,16,14,2.58,19,Subcooled,42.5,-42,96.7,24,4,16.3,9.1,12.9,0.10078108
10500,13.72,0.39,1.99,2,2.6,0.42,1.59,326.77,283.97,14,16,14,2.59,19,Subcooled,42.5,-42,96.7,25,5,16.3,9.35,-1,0.10571063
10501,13.69,0.39,1.99,1.99,2.59,0.38,1.59,326.86,284.24,14,16,14,2.59,19,Subcooled,42.5,-42,96.7,26,5,16.3,9.35,5.8,0.10129822
10502,13.43,0.39,2.02,2,2.58,0.41,1.6,327.39,283.3,14,16,14,2.61,19,Subcooled,42.5,-42,96.7,27,5,16.3,9.35,12.6,0.093378447
10503,13.86,0.24,1.22,3,1.01,1.61,0.78,360.56,337.61,11,11,12,0.81,2,Superheated,42.5,-42,96.7,1,1,12.45,-4.9,-1.8,0.10130768
10504,13.99,0.25,1.2,3.01,0.98,1.62,0.79,360.97,338.5,11,11,12,0.82,2,Superheated,42.5,-42,96.7,2,1,12.45,-4.9,4,0.076438963
10505,14.03,0.24,1.2,3.01,0.98,1.58,0.78,359.45,338.22,11,11,12,0.8,2,Superheated,42.5,-42,96.7,3,1,12.45,-4.9,9.8,0.078986824
10506,13.84,0.24,1.2,3.01,1,1.6,0.8,360.63,338.07,11,11,12,0.79,2,Superheated,42.5,-42,96.7,4,1,12.45,0.4,-1.8,0.059672002
10507,13.76,0.25,1.21,3.01,1,1.6,0.82,359.51,338.34,11,11,12,0.82,2,Superheated,42.5,-42,96.7,5,1,12.45,0.4,4,0.054780673
10508,13.91,0.25,1.19,3.02,0.98,1.6,0.79,359.39,337.91,11,11,12,0.81,2,Superheated,42.5,-42,96.7,6,1,12.45,0.4,9.8,0.035975192
10509,13.64,0.25,1.19,3.01,1.02,1.6,0.81,359.67,338.46,11,11,12,0.82,2,Superheated,42.5,-42,96.7,7,1,12.45,5.7,-1.8,0.055594474
10510,14.06,0.24,1.21,3.01,0.99,1.6,0.78,359.64,337.8,11,11,12,0.81,2,Superheated,42.5,-42,96.7,8,1,12.45,5.7,4,0.039035238
10511,14.11,0.25,1.19,3.01,1.02,1.6,0.81,360.67,338.09,11,11,12,0.8,2,Superheated,42.5,-42,96.7,9,1,12.45,5.7,9.8,0.055622306
10512,13.81,0.25,1.19,2.99,0.99,1.62,0.79,358.97,338.29,11,11,12,0.8,2,Superheated,42.5,-42,96.7,10,2,11.55,-4.9,-1.8,0.44651005
10513,14.16,0.25,1.21,3,1.01,1.61,0.78,360.32,337.97,11,11,12,0.78,2,Superheated,42.5,-42,96.7,11,2,11.55,-4.9,4,0.23289292
10514,13.83,0.25,1.19,3.01,0.99,1.61,0.8,359.68,338.7,11,11,12,0.81,2,Superheated,42.5,-42,96.7,12,2,11.55,-4.9,9.8,0.19751018
10515,13.79,0.25,1.2,3,1.01,1.58,0.8,360.37,338.29,11,11,12,0.8,2,Superheated,42.5,-42,96.7,13,2,11.55,0.4,-1.8,0.58079851
10516,13.89,0.25,1.2,3,1.02,1.59,0.78,358.38,337.74,11,11,12,0.81,2,Superheated,42.5,-42,96.7,14,2,11.55,0.4,4,0.27373329
10517,13.78,0.24,1.21,3.01,1,1.61,0.79,359.61,338.09,11,11,12,0.79,2,Superheated,42.5,-42,96.7,15,2,11.55,0.4,9.8,0.22793916
10518,13.91,0.25,1.19,2.99,1,1.59,0.8,360.32,338.67,11,11,12,0.8,2,Superheated,42.5,-42,96.7,16,2,11.55,5.7,-1.8,0.43172282
10519,13.97,0.25,1.2,2.99,1,1.58,0.79,359.69,337.96,11,11,12,0.78,2,Superheated,42.5,-42,96.7,17,2,11.55,5.7,4,0.22607359
10520,14.01,0.24,1.19,2.99,0.99,1.61,0.79,360.63,338.78,11,11,12,0.8,2,Superheated,42.5,-42,96.7,18,2,11.55,5.7,9.8,0.19398147
10521,13.79,0.25,1.21,3.01,1,1.62,0.81,359.03,338.21,11,11,12,0.81,2,Superheated,42.5,-42,96.7,19,3,12,-5.15,-1.8,0.229397
10522,13.98,0.25,1.2,3.02,0.99,1.61,0.79,360.96,337.78,11,11,12,0.81,2,Superheated,42.5,-42,96.7,20,3,12,-5.15,4,0.14261083
10523,13.79,0.25,1.21,3.01,1,1.58,0.82,359.9,338.17,11,11,12,0.81,2,Superheated,42.5,-42,96.7,21,3,12,-5.15,9.8,0.12080137
10524,13.89,0.24,1.22,3,1.01,1.62,0.8,358.58,338.09,11,11,12,0.81,2,Superheated,42.5,-42,96.7,22,4,12,-4.9,10.1,0.088845849
10525,14.04,0.25,1.2,2.99,0.99,1.59,0.79,360.41,338.39,11,11,12,0.82,2,Superheated,42.5,-42,96.7,23,4,12,0.4,10.1,0.085452326
10526,14.05,0.25,1.2,3,1.01,1.61,0.79,359.27,338.53,11,11,12,0.81,2,Superheated,42.5,-42,96.7,24,4,12,5.7,10.1,0.086213544
10527,13.85,0.24,1.22,3,0.99,1.6,0.8,360.7,338.09,11,11,12,0.81,2,Superheated,42.5,-42,96.7,25,5,12,5.95,-1.8,0.16731541
10528,13.9,0.25,1.2,2.99,1,1.62,0.79,359.92,338.6,11,11,12,0.8,2,Superheated,42.5,-42,96.7,26,5,12,5.95,4,0.10064277
10529,13.87,0.25,1.2,3.02,0.98,1.6,0.8,359.33,338.19,11,11,12,0.81,2,Superheated,42.5,-42,96.7,27,5,12,5.95,9.8,0.091895476
10530,14.08,0.71,1.58,5.99,2.61,1.4,0.81,437.95,303.96,13,5,9,0.82,6,Subcooled,42.5,-42,96.7,1,1,14.65,-0.9,-1.6,0.13942137
10531,14.39,0.71,1.59,6.01,2.59,1.4,0.8,439.55,304.01,13,5,9,0.81,6,Subcooled,42.5,-42,96.7,2,1,14.65,-0.9,2.7,0.14391519
10532,14.23,0.71,1.61,6,2.62,1.39,0.81,439.28,303.81,13,5,9,0.82,6,Subcooled,42.5,-42,96.7,3,1,14.65,-0.9,7,0.16235454
10533,14.21,0.71,1.62,5.98,2.58,1.41,0.78,439.35,303.88,13,5,9,0.81,6,Subcooled,42.5,-42,96.7,4,1,14.65,1.4,-1.6,0.11866378
10534,14.16,0.71,1.59,6,2.61,1.42,0.81,438.54,303.02,13,5,9,0.8,6,Subcooled,42.5,-42,96.7,5,1,14.65,1.4,2.7,0.11628848
10535,14.33,0.71,1.6,6.01,2.58,1.39,0.81,439.33,303.65,13,5,9,0.8,6,Subcooled,42.5,-42,96.7,6,1,14.65,1.4,7,0.1039089
10536,14.39,0.71,1.6,5.99,2.62,1.41,0.81,437.99,303.68,13,5,9,0.81,6,Subcooled,42.5,-42,96.7,7,1,14.65,3.7,-1.6,0.078847528
10537,14.36,0.71,1.61,6,2.61,1.38,0.82,439,303.74,13,5,9,0.79,6,Subcooled,42.5,-42,96.7,8,1,14.65,3.7,2.7,0.080123678
10538,14.34,0.72,1.59,6,2.6,1.38,0.79,438.01,304.06,13,5,9,0.79,6,Subcooled,42.5,-42,96.7,9,1,14.65,3.7,7,0.10297292
10539,14.28,0.71,1.6,6,2.6,1.38,0.8,438.61,303.85,13,5,9,0.8,6,Subcooled,42.5,-42,96.7,10,2,13.75,-0.9,-1.6,0.81307173
10540,14.19,0.71,1.59,5.99,2.61,1.41,0.81,438.24,303.53,13,5,9,0.79,6,Subcooled,42.5,-42,96.7,11,2,13.75,-0.9,2.7,0.79250216
10541,14.37,0.71,1.59,6.01,2.6,1.42,0.81,439.19,303.51,13,5,9,0.82,6,Subcooled,42.5,-42,96.7,12,2,13.75,-0.9,7,0.48112962
10542,14.29,0.71,1.6,6,2.6,1.42,0.79,437.92,303.66,13,5,9,0.78,6,Subcooled,42.5,-42,96.7,13,2,13.75,1.4,-1.6,0.76033336
10543,14.34,0.71,1.58,5.99,2.61,1.41,0.78,439.64,302.75,13,5,9,0.82,6,Subcooled,42.5,-42,96.7,14,2,13.75,1.4,2.7,0.74293619
10544,14.21,0.72,1.61,5.99,2.61,1.39,0.8,437.5,303.82,13,5,9,0.79,6,Subcooled,42.5,-42,96.7,15,2,13.75,1.4,7,0.42956451
10545,14.17,0.71,1.6,6,2.6,1.4,0.8,438.08,303.91,13,5,9,0.8,6,Subcooled,42.5,-42,96.7,16,2,13.75,3.7,-1.6,0.5705995
10546,14.11,0.71,1.59,5.99,2.59,1.38,0.78,438.9,303.38,13,5,9,0.8,6,Subcooled,42.5,-42,96.7,17,2,13.75,3.7,2.7,0.55827874
10547,14.34,0.71,1.6,6,2.6,1.4,0.81,439.98,303.78,13,5,9,0.82,6,Subcooled,42.5,-42,96.7,18,2,13.75,3.7,7,0.3101441
10548,14.27,0.71,1.61,5.98,2.62,1.4,0.79,438.5,303.39,13,5,9,0.8,6,Subcooled,42.5,-42,96.7,19,3,14.2,-1.15,-1.6,0.45597684
10549,14.18,0.71,1.59,6,2.6,1.4,0.79,438.6,303.56,13,5,9,0.81,6,Subcooled,42.5,-42,96.7,20,3,14.2,-1.15,2.7,0.45393586
10550,14.17,0.71,1.6,6.02,2.58,1.39,0.78,438.84,304.12,13,5,9,0.81,6,Subcooled,42.5,-42,96.7,21,3,14.2,-1.15,7,0.30966714
10551,14.14,0.72,1.58,6.01,2.59,1.39,0.81,439.6,303.12,13,5,9,0.82,6,Subcooled,42.5,-42,96.7,22,4,14.2,-0.9,7.3,0.22808309
10552,14.01,0.71,1.6,6.01,2.61,1.39,0.82,438.18,303.71,13,5,9,0.8,6,Subcooled,42.5,-42,96.7,23,4,14.2,1.4,7.3,0.17273477
10553,14.29,0.72,1.6,6,2.61,1.38,0.8,438.98,303.91,13,5,9,0.8,6,Subcooled,42.5,-42,96.7,24,4,14.2,3.7,7.3,0.14959729
10554,14.25,0.71,1.6,6.01,2.58,1.4,0.78,439,303.43,13,5,9,0.82,6,Subcooled,42.5,-42,96.7,25,5,14.2,3.95,-1.6,0.24170801
10555,14.13,0.71,1.61,6,2.61,1.4,0.79,437.87,304.61,13,5,9,0.82,6,Subcooled,42.5,-42,96.7,26,5,14.2,3.95,2.7,0.24037752
10556,14.32,0.71,1.61,5.99,2.58,1.4,0.79,438.91,303.81,13,5,9,0.79,6,Subcooled,42.5,-42,96.7,27,5,14.2,3.95,7,0.1557636
10557,16.99,0.36,0.6,1.82,1.2,1.61,0.79,520.29,406.67,13,12,3,2.42,1,Superheated,37.9,-1,152,1,1,15.75,-5.6,-1.8,0.064068139
10558,16.73,0.36,0.6,1.8,1.19,1.58,0.81,522.11,406.58,13,12,3,2.39,1,Superheated,37.9,-1,152,2,1,15.75,-5.6,-0.5,0.070437096
10559,17.1,0.37,0.61,1.79,1.2,1.59,0.79,522.05,406.81,13,12,3,2.41,1,Superheated,37.9,-1,152,3,1,15.75,-5.6,0.8,0.05734342
10560,16.9,0.36,0.61,1.82,1.19,1.6,0.78,520.8,406.6,13,12,3,2.41,1,Superheated,37.9,-1,152,4,1,15.75,0.2,-1.8,0.036818311
10561,16.71,0.36,0.6,1.81,1.2,1.6,0.8,521.09,406.64,13,12,3,2.38,1,Superheated,37.9,-1,152,5,1,15.75,0.2,-0.5,0.019679362
10562,16.68,0.36,0.61,1.8,1.19,1.6,0.8,521.35,406.74,13,12,3,2.42,1,Superheated,37.9,-1,152,6,1,15.75,0.2,0.8,0.039561629
10563,16.74,0.36,0.61,1.78,1.19,1.61,0.79,521.1,405.97,13,12,3,2.38,1,Superheated,37.9,-1,152,7,1,15.75,6,-1.8,0.043223422
10564,16.74,0.36,0.61,1.78,1.21,1.6,0.79,521.3,406.81,13,12,3,2.41,1,Superheated,37.9,-1,152,8,1,15.75,6,-0.5,0.035621192
10565,16.7,0.36,0.59,1.81,1.2,1.61,0.81,520.16,406.6,13,12,3,2.4,1,Superheated,37.9,-1,152,9,1,15.75,6,0.8,0.047628358
10566,16.94,0.36,0.61,1.8,1.19,1.6,0.81,520.69,406.85,13,12,3,2.39,1,Superheated,37.9,-1,152,10,2,13.25,-5.6,-1.8,0.24124065
10567,16.79,0.36,0.6,1.79,1.18,1.59,0.79,521.49,406.33,13,12,3,2.4,1,Superheated,37.9,-1,152,11,2,13.25,-5.6,-0.5,0.22981997
10568,16.71,0.36,0.61,1.81,1.21,1.62,0.79,520.96,407.22,13,12,3,2.39,1,Superheated,37.9,-1,152,12,2,13.25,-5.6,0.8,0.17888208
10569,16.65,0.36,0.61,1.81,1.21,1.61,0.8,520.55,406.2,13,12,3,2.41,1,Superheated,37.9,-1,152,13,2,13.25,0.2,-1.8,0.28209621
10570,16.95,0.36,0.58,1.79,1.22,1.59,0.79,520.4,406.47,13,12,3,2.42,1,Superheated,37.9,-1,152,14,2,13.25,0.2,-0.5,0.26661035
10571,16.77,0.36,0.61,1.82,1.18,1.59,0.79,521.33,406.65,13,12,3,2.41,1,Superheated,37.9,-1,152,15,2,13.25,0.2,0.8,0.19969609
10572,17.01,0.36,0.58,1.8,1.19,1.6,0.81,522.6,405.73,13,12,3,2.42,1,Superheated,37.9,-1,152,16,2,13.25,6,-1.8,0.23923148
10573,16.93,0.36,0.6,1.81,1.21,1.58,0.82,521.26,406.44,13,12,3,2.41,1,Superheated,37.9,-1,152,17,2,13.25,6,-0.5,0.22825073
10574,16.86,0.36,0.6,1.79,1.2,1.6,0.8,521.41,406.17,13,12,3,2.38,1,Superheated,37.9,-1,152,18,2,13.25,6,0.8,0.1782807
10575,16.71,0.36,0.6,1.79,1.18,1.59,0.8,522,407.04,13,12,3,2.4,1,Superheated,37.9,-1,152,19,3,14.5,-5.85,-1.8,0.14194912
10576,16.83,0.36,0.6,1.78,1.2,1.58,0.8,521.89,406.97,13,12,3,2.39,1,Superheated,37.9,-1,152,20,3,14.5,-5.85,-0.5,0.13713384
10577,16.88,0.36,0.59,1.8,1.2,1.6,0.79,520.79,406.37,13,12,3,2.4,1,Superheated,37.9,-1,152,21,3,14.5,-5.85,0.8,0.10793162
10578,16.95,0.36,0.6,1.8,1.19,1.61,0.79,520.92,405.96,13,12,3,2.41,1,Superheated,37.9,-1,152,22,4,14.5,-5.6,1.1,0.080970176
10579,16.74,0.36,0.61,1.79,1.22,1.6,0.8,522.5,406.66,13,12,3,2.39,1,Superheated,37.9,-1,152,23,4,14.5,0.2,1.1,0.086256348
10580,16.83,0.36,0.61,1.82,1.2,1.62,0.81,520.7,406.81,13,12,3,2.4,1,Superheated,37.9,-1,152,24,4,14.5,6,1.1,0.080282323
10581,16.78,0.35,0.59,1.78,1.21,1.61,0.79,520.07,406.12,13,12,3,2.4,1,Superheated,37.9,-1,152,25,5,14.5,6.25,-1.8,0.082584217
10582,16.59,0.36,0.59,1.78,1.19,1.58,0.78,520.7,406.49,13,12,3,2.39,1,Superheated,37.9,-1,152,26,5,14.5,6.25,-0.5,0.080308117
10583,16.78,0.36,0.59,1.8,1.19,1.6,0.79,521.82,406.79,13,12,3,2.41,1,Superheated,37.9,-1,152,27,5,14.5,6.25,0.8,0.082360335
10584,17.28,0.23,1.22,9.62,0.41,-0.01,0.42,314.99,347.21,11,4,7,0.81,6,Subcooled,37.9,-1,152,1,1,12.45,-0.6,0,0.11108185
10585,17.19,0.23,1.2,9.61,0.38,0.01,0.39,316.04,347.32,11,4,7,0.78,6,Subcooled,37.9,-1,152,2,1,12.45,-0.6,3.3,0.11363286
10586,17.14,0.23,1.21,9.59,0.38,0.02,0.41,315,347.11,11,4,7,0.82,6,Subcooled,37.9,-1,152,3,1,12.45,-0.6,6.6,0.15440378
10587,17.01,0.23,1.19,9.59,0.39,-0.01,0.39,316.7,347.19,11,4,7,0.78,6,Subcooled,37.9,-1,152,4,1,12.45,1.2,0,0.11469534
10588,17.27,0.23,1.21,9.61,0.39,0.01,0.41,315.55,347.46,11,4,7,0.82,6,Subcooled,37.9,-1,152,5,1,12.45,1.2,3.3,0.11355331
10589,16.97,0.23,1.2,9.61,0.39,-0.01,0.39,316.31,347.91,11,4,7,0.78,6,Subcooled,37.9,-1,152,6,1,12.45,1.2,6.6,0.11622014
10590,17.41,0.23,1.18,9.61,0.4,0.01,0.41,315.15,347.7,11,4,7,0.82,6,Subcooled,37.9,-1,152,7,1,12.45,3,0,0.076530196
10591,17.21,0.23,1.2,9.6,0.39,0,0.4,315.68,347.6,11,4,7,0.79,6,Subcooled,37.9,-1,152,8,1,12.45,3,3.3,0.078151278
10592,17.14,0.23,1.19,9.58,0.38,0.01,0.39,315.4,346.73,11,4,7,0.81,6,Subcooled,37.9,-1,152,9,1,12.45,3,6.6,0.12044228
10593,17.14,0.23,1.2,9.59,0.39,-0.02,0.41,316.33,346.69,11,4,7,0.78,6,Subcooled,37.9,-1,152,10,2,11.55,-0.6,0,0.61652631
10594,17.38,0.23,1.18,9.59,0.4,-0.01,0.4,314.95,347.65,11,4,7,0.79,6,Subcooled,37.9,-1,152,11,2,11.55,-0.6,3.3,0.62310207
10595,17.11,0.22,1.19,9.59,0.38,0.01,0.4,314.84,347.34,11,4,7,0.79,6,Subcooled,37.9,-1,152,12,2,11.55,-0.6,6.6,0.57322353
10596,17.28,0.22,1.18,9.59,0.39,-0.01,0.38,315.7,346.98,11,4,7,0.81,6,Subcooled,37.9,-1,152,13,2,11.55,1.2,0,0.62604111
10597,17.3,0.23,1.21,9.62,0.4,0.01,0.4,316.16,347.88,11,4,7,0.81,6,Subcooled,37.9,-1,152,14,2,11.55,1.2,3.3,0.62882298
10598,17.1,0.23,1.18,9.61,0.39,0,0.39,316.05,347.07,11,4,7,0.82,6,Subcooled,37.9,-1,152,15,2,11.55,1.2,6.6,0.57386255
10599,17.15,0.23,1.21,9.59,0.41,0.02,0.39,314.75,347.08,11,4,7,0.81,6,Subcooled,37.9,-1,152,16,2,11.55,3,0,0.46530664
10600,17.26,0.23,1.22,9.6,0.4,-0.01,0.38,315.47,347.7,11,4,7,0.78,6,Subcooled,37.9,-1,152,17,2,11.55,3,3.3,0.47459584
